sents,labels
Iraqi military officials claim they now control a large majority of the city ' s eastern half .,B-Organisation I-Organisation I-Organisation O O O O O O O O B-Location I-Location I-Location I-Location I-Location I-Location O
"As part of our steadfast commitment to empower the Syrian opposition , this assistance will support local and provincial councils , civil society activists , emergency first responders , and others to meet the needs of the Syrian people .",O O O B-Organisation O O O O B-Organisation I-Organisation I-Organisation O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation O O B-Organisation O O O O O B-Organisation I-Organisation I-Organisation O
"Over the same period more than 2 , 000 people - many of them civilians - have been killed .",O O O O O O B-Quantity I-Quantity I-Quantity B-Organisation O O O O O O O O O O
"Knox Thames , the Special Advisor to Ambassador Saperstein for Religious Minorities in the Near East and South and Central Asia , will travel to Turkey November 16 - 17 and to Lebanon November 18 - 19 .",B-Person I-Person O B-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person O O O O B-Location B-Temporal I-Temporal I-Temporal I-Temporal O O B-Location B-Temporal I-Temporal I-Temporal I-Temporal O
It is imperative for all parties to coordinate closely over the coming days and weeks to ensure unity of effort in defeating Daesh and to provide for the lasting security of the Iraqi people .,O O O O B-Organisation I-Organisation O O O O B-Temporal I-Temporal I-Temporal I-Temporal I-Temporal O O O O O O O B-Organisation O O O O O O O O B-Organisation I-Organisation I-Organisation O
"Throughout each phase of the campaign to liberate Raqqah , the Coalition will continually consult with allies and partners as we plan for the city ’ s ultimate seizure and governance once ISIL is defeated .",O O O O O O O O B-Location O B-Organisation I-Organisation O O O O B-Organisation I-Organisation I-Organisation O B-Organisation O O B-Location I-Location O O O O O O O B-Organisation O O O
"Now we have a big area . "" "" """,O B-Organisation O B-Location I-Location I-Location O O O O
"“ The Foreign Secretary met the Iraqi Foreign Minister , Ibrahim al - Jaafari , to discuss a range of issues including the ongoing fight and the progress being made against Daesh in Iraq .",O B-Person I-Person I-Person O B-Person I-Person I-Person I-Person O B-Person I-Person I-Person I-Person O O O O O O O O O O O O O O O O O B-Organisation O B-Location O
"About 30 , 000 Iraqi security force personnel , Kurdish fighters , Sunni Arab tribesmen and Shia militiamen , assisted by US - led coalition air strikes , launched the long - awaited offensive to retake Mosul eight days ago .",B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O O O O O B-Location B-Temporal I-Temporal I-Temporal O
Syria,O
"I very much welcome the agreement on 2 December between the Federal Government of Iraq , led by Prime Minister Haider Al Abadi , and the Kurdistan Regional Government , represented by Prime Minister Nechirvan Barzani , on detailed arrangements on oil exports and revenue sharing .",B-Person O O O O O O B-Temporal I-Temporal O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O B-Person I-Person I-Person I-Person I-Person O O B-Organisation I-Organisation I-Organisation I-Organisation O O O B-Person I-Person I-Person I-Person O O O O O O O O O O O
"I welcome today ' s news that Syrian opposition forces liberated the Syrian town of Dabiq from ISIL control , aided by strong support from our ally Turkey and our international coalition .",B-Person O O O O O O B-Organisation I-Organisation I-Organisation O B-Location I-Location I-Location I-Location I-Location O B-Organisation O O O O O O O O O B-Organisation O B-Organisation I-Organisation I-Organisation O
"Additionally in Iraq , Coalition military forces conducted eight strikes coordinated with and in support of the government of Iraq using attack , bomber , fighter , and remotely piloted aircraft as well as rocket artillery against ISIL targets .",O O B-Location O B-Organisation I-Organisation I-Organisation O B-Quantity B-Weapon O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O B-MilitaryPlatform O B-MilitaryPlatform O O B-MilitaryPlatform I-MilitaryPlatform I-MilitaryPlatform O O O B-Weapon I-Weapon O B-Location I-Location O
"The use of chemical weapons is horrific , and a breach of international law and UN Security Council resolutions .",O O O B-Weapon I-Weapon O O O O O O O O O O B-DocumentReference I-DocumentReference I-DocumentReference I-DocumentReference O
"The westernmost ripple of the greater Zagros mountains , [ 1 ] the Hamrin mountains extend from the Diyala Province bordering Iran , northwest to the Tigris river , crossing northern Salah ad Din Province and southern Kirkuk Province .",B-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location O O O O B-Location I-Location I-Location O O B-Location I-Location I-Location O B-Location O O O B-Location I-Location I-Location O O B-Location I-Location I-Location I-Location I-Location O B-Location I-Location I-Location O
"Also today , Carter commented on yesterday ’ s terrorist bombings in Istanbul , Turkey .",O O O B-Person O O O O O O O O B-Location I-Location I-Location O
"In December , Syrian state media said an Israeli missile strike had targeted the airport in Mezzeh , causing fires but no casualties .",O B-Temporal O B-Organisation I-Organisation I-Organisation O O B-Nationality B-Weapon O O O B-Location I-Location O B-Location O O O O O O O
Declaring Mosul district under the criminal code follows the declaration of Al - Raqqa province in Syria in December 2014 .,O B-Location I-Location O O O O O O O O B-Location I-Location I-Location I-Location O B-Location O B-Temporal I-Temporal O
further joint action between UK and France in Calais region,O O O O B-Organisation O B-Organisation O B-Location I-Location
"Karim Wasifi , studying music in the United States , slipped into Baghdad to help musicians and other artists .",B-Person I-Person O O O O B-Location I-Location I-Location O O O B-Location O O B-Organisation I-Organisation I-Organisation I-Organisation O
"So named because the resident leader of anti - coalition forces , al - Zarqawi , said they would hold on to Husaybah with an "" "" iron fist "" "" .",O O O B-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person O B-Person I-Person I-Person O O B-Organisation O O O O B-Location O O O O O O O O O
This will be the greatest challenge that Iraq ’ s Security Forces have yet encountered – they are up to that challenge .,O O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O B-Organisation O O O O O O
We hid from the police .,B-Organisation O O B-Organisation I-Organisation O
Spc .,O O
The UK Government conducted seven airdrops of life - saving humanitarian aid .,B-Organisation I-Organisation I-Organisation O B-Quantity O O O O O O O O
It only underscores the importance of Coalition efforts to support Iraqi security forces in their campaign to defeat this terrorist group .,O O O O O O B-Organisation O O O B-Organisation I-Organisation I-Organisation O O O O O B-Organisation I-Organisation I-Organisation O
On Monday 19 December the UN Security Council adopted Resolution 2328 .,O B-Temporal I-Temporal I-Temporal B-Organisation I-Organisation I-Organisation I-Organisation O B-DocumentReference I-DocumentReference O
We will continue to support their efforts specific to the fight against Daesh .,B-Organisation O O O O B-Organisation O O O O O O B-Organisation O
Over the past two weeks Syrian government forces and their Hezbollah allies have moved into all the farmland around the suburb and even some outlying residential areas .,O B-Temporal I-Temporal I-Temporal I-Temporal B-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation O O O B-Location I-Location I-Location I-Location I-Location I-Location O O B-Location I-Location I-Location I-Location O
It has a kidney transplant unit and a physiotherapy unit .,O O B-Location I-Location I-Location I-Location O B-Location I-Location I-Location O
"The rehabilitation of the Ishtar Gate is the most recent cooperative venture of the Future of Babylon project – a partnership from 2009 between the Governments of Iraq and the United States and WMF to support Iraqi efforts to assess , document , and preserve the ancient city located south of Baghdad .",O O O B-Location I-Location I-Location O O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation O B-Organisation O O B-Nationality O O O O O O O O B-Location I-Location I-Location O O O B-Location O
"Tobias Ellwood , Minister for the Middle East welcomes the liberation of Sinjar and reiterates support for the Government of Iraq in the fight against ISIL",B-Person I-Person O B-Person I-Person I-Person I-Person I-Person O O O O B-Location O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O B-Organisation
"To that end , we believe all international forces in Iraq should be there with the approval of and in coordination with the Government of Iraq , under the umbrella of the Coalition .",O O O O B-Organisation O B-Organisation I-Organisation I-Organisation O B-Location O O O O O O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O O B-Organisation I-Organisation O
"Whilst this is an interim deal , it is a positive and welcome first step which demonstrates that both parties are ready and willing to negotiate seriously and in good faith .",O O O O O O O O O O O O O O O O O O B-Organisation I-Organisation O O O O O O O O O O O O
"The group of Reserve Airmen , made up of a mix of operations group and maintenance group professionals is one of the largest groups to leave from Tinker this year to support ongoing operations against the Islamic State of Iraq and the Levant .",B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O B-Organisation I-Organisation O B-Organisation I-Organisation O O O O O O O O O O B-Location O O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O
"It ' s helped me to meet others more mature than me , people who I can discuss issues with and learn things from .",O O O O B-Person O O O O O O B-Person O O O B-Person O O O O O O O O O
"Last week , we also announced that we would increase our humanitarian support to Iraq by £ 20 million , bringing our total contribution to £ 59 . 5 million , supporting people across Iraq who have been forced to flee from ISIL ’ s brutality .",B-Temporal I-Temporal O B-Organisation O O O O O O O O O O B-Location O B-Money I-Money I-Money O O O O O O B-Money I-Money I-Money I-Money I-Money O O B-Organisation O B-Location O O O O O O O B-Organisation O O O O
"The Members of the Security Council urge the Prime Minister - designate , Haider al - Abadi , to work swiftly to form such a Government as quickly as possible and within the constitutional time - frame .",B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O B-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person O O O O O O O O O O O O O O O O O O O O O
The integration of FS Forbin marks the first time a French unit has integrated with the task force while being led by the Royal Navy .,O O O B-MilitaryPlatform I-MilitaryPlatform O O O O B-MilitaryPlatform I-MilitaryPlatform I-MilitaryPlatform O O O B-Organisation I-Organisation I-Organisation O O O O B-Organisation I-Organisation I-Organisation O
""" "" "" Shakespeare ' s style of writing is simply beautiful .",O O O B-Person O O O O O O O O O
"The Army of the Victorious Sect was announced as one of its constituent groups , along with al - Qaeda in Iraq , Monotheism Supporters Brigades , Saray al - Jihad Group , al - Ghuraba Brigades , and al - Ahwal Brigades .",B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O O B-Organisation O O O O O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation I-Organisation O O B-Organisation I-Organisation I-Organisation I-Organisation O
"The U.S. reaffirms its commitment to support the government and people of Iraq in this struggle , and remains steadfast in its commitment to the Global Coalition efforts to degrade and defeat Da ’ esh .",B-Organisation I-Organisation O O O O O B-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation O O O O O O O O O O O O B-Organisation I-Organisation O O O O O B-Organisation I-Organisation I-Organisation O
""" Chapter four contains a warning against outsiders , and enunciates a doctrine concerning the "" "" corruption "" "" of holy books very similar to that of the Muslims . """,O B-DocumentReference I-DocumentReference O O O O O O O O O O O O O O O O O O B-DocumentReference I-DocumentReference O O O O O O B-Nationality O O
Minister Ellwood said :,B-Person I-Person O O
"Since the Syrian conflict began , the Australian Government has responded with over $ 135 million for humanitarian assistance .",O O B-Nationality O O O B-Organisation I-Organisation I-Organisation O O O O B-Money I-Money I-Money O O O O
"Since then Anas and other volunteers , many of them also former students whose studies were brought to a halt by the war , have collected more than 14 , 000 books on just about every subject imaginable .",O O B-Person O B-Organisation I-Organisation O O O O O O O O O O O O O O O O O O O O O O B-Quantity I-Quantity I-Quantity O O O O O O O O
We had more workers and we started to cultivate more land .,B-Organisation O O O O B-Organisation O O O O O O
The COI must be allowed to continue gathering evidence so that one day Asad and other perpetrators of human rights abuses and possible war crimes can be held to account .,B-Organisation I-Organisation O O O O O O O O O O O B-Person O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O O O O
"To date , about 60 regional and international nations have joined together to counter ISIL ’ s campaign in Iraq and Syria “ ISIL continues to pose a threat to the international community , but the Men and Women of the 407th AEG , together with our Joint and Coalition partners , are working hard to defeat and destroy Da ’ esh , ” Lyons said .",O O O O B-Quantity B-Organisation I-Organisation I-Organisation I-Organisation O O O O O B-Organisation O O O O B-Location O B-Location O B-Organisation O O O O O O B-Organisation I-Organisation I-Organisation O O B-Organisation I-Organisation I-Organisation I-Organisation O O B-Organisation I-Organisation O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O O B-Organisation I-Organisation I-Organisation O O B-Person O O
". Near Al Huwayjah , one strike destroyed a VBIED storage facility .",O O B-Location I-Location O O O O B-Location I-Location I-Location I-Location O
When the Syrians came it reduced wages .,O B-Organisation I-Organisation O O O B-Money O
coalition,B-Organisation
"Be in no doubt , we are committed to destroying the terrorist scourge of ISIL that threatens the lives of people from all communities in both Iraq and Syria .",O O O O O B-Organisation O O O O O O O O B-Organisation O O O O O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O
"I welcome the Board of Inquiry ’ s report , which found that the aid convoy was attacked from the air , making it clear that the strike was carried out by forces of either the Asad regime or Russia .",B-Person O B-DocumentReference I-DocumentReference I-DocumentReference I-DocumentReference I-DocumentReference I-DocumentReference I-DocumentReference O O O O B-Organisation I-Organisation I-Organisation O O O O O O O O O O O O O O O O O O O O B-Organisation I-Organisation O O O
Ministers discussed the Syria crisis and conflict in Ukraine,B-Organisation O O B-Location O O O O B-Location
"That is why the UK is working as part of the Global Coalition to degrade and defeat ISIL in Syria and Iraq and , when necessary , striking against those who pose a threat to the UK , and our people and interests .",O O O B-Organisation I-Organisation O O O O O B-Organisation I-Organisation I-Organisation O O O O B-Organisation O B-Location O B-Location O O O O O O O O O O O O O B-Organisation I-Organisation O O O O O O O
The UK has supported these efforts at dialogue throughout .,B-Organisation I-Organisation O O O O O O O O
""" "" "" In a sense the library gave me back my life .",O O O O O O B-Location I-Location O B-Person O O O O
But the young man he met on this street years ago now says he wants to go .,O B-Person I-Person I-Person B-Person O O B-Location I-Location O O O O B-Person O O O O
"The horrific attacks in Paris have stiffened the resolve of the international community in its determination to defeat ISIL , whose acts of terror in Europe and the Middle East aim to challenge our basic values and way of life .",O O O O B-Location O O O O O B-Organisation I-Organisation I-Organisation O O O O O B-Organisation O O O O O O B-Location O B-Location I-Location I-Location O O O O O O O O O O O
"We put it in the basement to help stop it being destroyed by shells and bombs like so many other buildings here , "" "" says Anas Ahmad , a former civil engineering student who was one of the founders . """,B-Organisation O O O B-Location I-Location O O O O O O O B-Weapon O B-Weapon O O O O O B-Location O O O O B-Person I-Person O B-Person I-Person I-Person I-Person I-Person O O O O B-Organisation I-Organisation O O
The Book of Revelation contains five chapters in order of decreasing length .,B-DocumentReference I-DocumentReference I-DocumentReference I-DocumentReference O B-Quantity B-DocumentReference O O O O O O
To be honest I became so obsessed with Hamlet that I began reading it at work .,O O O B-Person O O O O O O B-Person O O O O O O
The destruction of ISIL targets in Syria and Iraq further limits the group ' s ability to project terror and conduct operations .,O O O O O O O O O O O O O O O O O O O O O O O
We will continue to protect all those persecuted by these brutal terrorists as part of a 63 nation coalition designed to defeat ISIL ’ s poisonous ideology .,B-Organisation O O O O O O O O B-Organisation I-Organisation I-Organisation O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O B-Organisation O O O O O
"Gen. Coe ’ s extended opening statement , and Col. John J. Thomas , Central Command spokesman will moderate .",B-Person I-Person O O O O O O O B-Person I-Person I-Person I-Person O B-Person I-Person I-Person O O O
Work is expected to be completed in 2017 .,O O O O O O O B-Temporal O
ISIL is a threat to all Iraqis and it is important that Iraq ’ s communities unite in the face of this common enemy .,B-Organisation O O O O O O O O O O O B-Location O O O O O O O O O O O O
"I am appalled by this latest brutal attack by Assad ’ s regime , just over a week after video footage emerged showing Syrian regime aircrew dropping barrel bombs out of helicopters .",B-Person O O O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O O O O B-Organisation I-Organisation I-Organisation O B-Weapon I-Weapon O O B-MilitaryPlatform O
"Once there , he needed to buy an Iraqi - made suit .",O B-Location O B-Person O O O O B-Nationality O O O O
"A spokesman for the UN High Commissioner for Human Rights , Rupert Colville , told a news conference in Geneva on Tuesday that it was continuing to receive reports of depredations against children and women , as well as male civilians .",B-Person I-Person O B-Person I-Person I-Person I-Person I-Person I-Person I-Person O B-Person I-Person O O B-Organisation I-Organisation I-Organisation O B-Location O B-Temporal O O O O O O O O O O B-Organisation I-Organisation I-Organisation O O O O B-Organisation I-Organisation O
They also agreed to work together with international partners and at the UN on a global campaign to bring Daesh to justice . ”,B-Organisation O O O O O O B-Organisation I-Organisation O O B-Organisation I-Organisation O O O O O O B-Organisation O O O O
""" Forbin is committed to working together with the U.S. and Royal Navy , "" said Capt. Christophe Cluzel , commander of Forbin .",O O O O O O O O B-Organisation I-Organisation O B-Organisation I-Organisation O O O B-Person B-Person I-Person O O O O O
""" "" "" I ' ll be sitting by myself , watching some place being shelled and I ' m thinking , ' Why are they bombing this place ? ' Sometimes I hear that someone has died because of their injuries and I ask myself , ' Why did he die , what did he do ? ' I don ' t know . "" "" """,O O O B-Person O O O O O B-Person O O O O O O O B-Person O O O O O O O B-Organisation O B-Location I-Location O O O B-Person O O O O O O O O O O B-Person O O O O O O O O O O O O O O O B-Person O O O O O O O O
Then on 10 November the coalition forces began to attack the city of Husaybah and pursue any insurgents who fled Karabilah .,O O B-Temporal I-Temporal B-Organisation I-Organisation I-Organisation O O O B-Location I-Location I-Location I-Location O O O B-Organisation O O B-Location O
""" Jaish al - Ta ' ifa al - Mansurah ( Arabic : ج ي ش ا ل ط ا ئ ف ة ا ل م ن ص و ر ة ‎ ‎ Jaysh a ṭ - Ṭ ā ’ ifa al - Man ṣ ū rah , "" "" Army of the Victorious Sect "" "" ) is a militant Sunni group known to take part in the Iraqi insurgency .",O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O O B-Organisation I-Organisation I-Organisation O
"“ The ministers discussed the crisis in Syria and the increase in violence in recent days , including the recent unacceptable attack on an aid convoy .",O B-Organisation I-Organisation O O O O B-Location O O O O O O B-Temporal I-Temporal O O O O O O O O O O O
"At the request of DFAT ’ s Middle East Branch , ODE has completed an evaluation examining the effectiveness of this response .",O O O O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O B-Organisation O O O O O O O O O O O
"We have supported the liberation of key towns in Northern Iraq including Rabiyah and Zumar , broken the siege of the Yazidis on Mount Sinjar , and pushed ISIL out of Kobane .",B-Organisation O O O O O O O O B-Location I-Location O B-Location O B-Location O O O O O O B-Nationality O B-Location I-Location O O O B-Organisation O O B-Location O
"About 6 , 000 military personnel , including representatives from USCENTCOM headquarters and its air , land and maritime components , will support the exercise .",O B-Quantity I-Quantity I-Quantity O O O O O O B-Organisation O O O O O O O O O O O O O O O
This is also the only way to achieve a decisive defeat of Daesh in Syria .,O O O O O O O O O O O O B-Organisation O B-Location O
""" "" "" There ' s huge suffering even among those who work , "" "" the carpenter says .",O O O O O O O O O O O O O O O O B-Person I-Person O O
The Coalition complies with the Law of Armed Conflict and takes all feasible precautions during the planning and execution of airstrikes to reduce the risk of harm to non - combatants .,B-Organisation I-Organisation O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Although long overdue , these supplies will help relieve the suffering of 40 , 000 civilians besieged within the city .",O O O O O O O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O B-Location I-Location O
"Following the update , the Foreign Secretary Boris Johnson said :",O O O O B-Person I-Person I-Person I-Person I-Person O O
""" "" "" Truly I swear the library holds a special place in all our hearts .",O O O O B-Person O B-Location I-Location O O O O O O O O O
"In addition to the 14 tanks , three artillery systems , two ISIL - held buildings , two tactical vehicles , and an air defense artillery system were also destroyed in the strike .",O O O O B-Quantity B-MilitaryPlatform O B-Quantity O O O B-Quantity B-Location I-Location I-Location I-Location O B-Quantity B-MilitaryPlatform I-MilitaryPlatform O O O O O O O O O O O O O O
Instead its liberation gives the campaign to deliver ISIL a lasting defeat new momentum in Syria .,O O O O O O O O B-Organisation O O O O O O B-Location O
But he says there ' s also much enthusiasm for names that are more familiar in the West .,O B-Person O O O O O O O O O O O O O O O O O
Frequency : 12130 MHZ Polarization : Vertical Symbol rate : 27 . 5 Mb / s FEC : 5 / 6 HotBird 8 - 13 ° East Transponder : 77 Frequency : 12 . 245 MHz Polarization : Horizontal Symbol Rate : 27 . 500 M Symbol FEC : 3 / 4,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
""" "" "" We feel the difference , "" "" says Mohammed .",O O O O O O O O O O O B-Person O
Although the deterioration of the situation in Aleppo will be a setback for the Syrian opposition it will not change the fundamentals of the conflict .,O O O O O O O B-Location O O O O O B-Organisation I-Organisation I-Organisation O O O O O O O O O O
"As Deputy Secretary of State Antony Blinken announced today at the Manama Dialogue , the United States will provide nearly $ 100 million in new assistance to the Syrian opposition , bringing the total support we have committed and are providing to the Syrian opposition since 2012 to nearly $ 500 million .",O B-Person I-Person I-Person I-Person I-Person I-Person O B-Temporal O B-Organisation I-Organisation I-Organisation O O O O O O O B-Money I-Money I-Money O O O O B-Organisation I-Organisation I-Organisation O O O O O O O O O O O O B-Organisation I-Organisation I-Organisation O B-Temporal O O B-Money I-Money I-Money O
They ' re the two sides of Iraq you see everywhere you go .,O O O O O O O B-Location O O O O O O
The visit by FCO Minister Tobias Ellwood focused on support to Syria as well as regional security and prosperity .,O O O B-Person I-Person I-Person I-Person O O O O B-Organisation O O O O O O O O
"The majority of their most popular books are by well - known Arab writers such as the poet and playwright Ahmed Shawqi , known as the Prince of Poets , or Syrian author al - Tanawi , who chronicled rebellions in the Arab world .",O O O O O O B-DocumentReference O O O O O B-Organisation I-Organisation O O O O O O B-Person I-Person O O O O O O O O O B-Nationality O B-Person I-Person I-Person O O O O O O O O O
"In Syria , Coalition military forces conducted 15 strikes using attack , bomber , fighter and remotely piloted aircraft against ISIL targets .",O B-Location O B-Organisation I-Organisation I-Organisation O B-Quantity B-Weapon O O O B-MilitaryPlatform O B-MilitaryPlatform O B-MilitaryPlatform I-MilitaryPlatform I-MilitaryPlatform O B-Location I-Location O
"In their march toward Raqqah , the SDF has already liberated dozens of villages and more than 700 square miles of ISIL - held terrain .",O O O O B-Location O B-Organisation I-Organisation O O O B-Quantity O B-Location O O O B-Quantity I-Quantity I-Quantity O B-Location I-Location I-Location I-Location O
Exercise Eager Lion 16 will consist of a week - long series of simulated scenarios to facilitate a coordinated partnered military response to conventional and unconventional threats .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Coalition supports the SDF through training , advise and assist operations , airstrikes and material support to the SAC .",B-Organisation I-Organisation O B-Organisation I-Organisation O O O O O O O O O O O O O B-Organisation I-Organisation O
This evaluation considers both the efficacy of material assistance provided and that of Australia ’ s diplomatic efforts .,O O O O O O O O O O O O O B-Organisation O O O O O
"When a place has been besieged for years and hunger stalks the streets , you might have thought people would have little interest in books .",O O O O O O O O O O O O O O O O O O O O O O O O O O
"I would say that just like the body needs food , the soul needs books . "" "" """,B-Person O O O O O O O O O O O O O O O O O O
The location of the library is secret because Anas and other users fear it would be targeted by Darayya ' s attackers if they knew where it was .,O O O B-Location I-Location O O O B-Person O B-Organisation I-Organisation O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O
About 350 Syrians work for al - Rahman Farms .,O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O
"As I conveyed to Foreign Minister Al - Jubeir today , we appreciate Saudi Arabia ’ s leadership in convening this broad and representative group of 116 participants , who agreed today on the structure of their negotiating body to represent them in the political process .",O B-Person O O B-Person I-Person I-Person I-Person I-Person B-Temporal O B-Organisation O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O B-Temporal O O O O O O O O O O O O O O O
"Dayton was mortally wounded in the vicinity of Ayn Issa in northern Syria , according to a Combined Joint Task Force - Operation Inherent Resolve news release .",B-Person O O O O B-Location I-Location I-Location I-Location I-Location O B-Location I-Location O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O
It is claimed that the original text of the Book of Revelation is kept in the Yazidi village of Ba ' idn and the original text of the Yazidi Black Book is kept in the village of Qasr ' tzz at - Din . [ 2 ],O O O O O O O O B-DocumentReference I-DocumentReference I-DocumentReference I-DocumentReference O O O B-Location I-Location I-Location I-Location I-Location I-Location I-Location O O O O O B-DocumentReference I-DocumentReference I-DocumentReference I-DocumentReference O O O B-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location O O O O
"To clarify : U.S. forces are advising and assisting Syrian Democratic Forces ( SDF ) , primarily Syrian Arab forces operating in the northern part of the country who are leading efforts in the campaign to defeat Daesh .",O O O B-Organisation I-Organisation O O O O B-Organisation I-Organisation I-Organisation O B-Organisation O O O B-Organisation I-Organisation I-Organisation O O B-Location I-Location I-Location I-Location I-Location I-Location O O O O O O O O O B-Organisation O
""" "" "" We very much fear that these will not be the last such reports we receive of such barbaric acts by [ IS ] , and repeat our call on government forces and their allies to ensure their fighters do not take revenge on any of the civilians who escape from areas under IS control , and treat all suspected IS fighters they capture in accordance with international humanitarian law , "" "" said Mr Colville . """,O O O B-Organisation O O O O O O O O O O O O B-Organisation O O O O O O O B-Organisation O O O O O O O B-Organisation I-Organisation O B-Organisation I-Organisation O O B-Organisation I-Organisation O O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O B-Location I-Location I-Location I-Location O O O O B-Organisation I-Organisation I-Organisation O O O O O O O O O O O O B-Person I-Person O O
"We will not allow al - Qaida to grow its capacity to attack the United States or our allies around the world , and these strikes demonstrate that commitment . ”",B-Organisation O O O B-Organisation I-Organisation I-Organisation O O O O O O O O O O B-Organisation I-Organisation O O O O O O O O O O O O
Attribution is on - the - record from Spokesperson John Kirby .,O O O O O O O O B-Person I-Person I-Person O
"The United States strongly condemns ISIL ’ s multiple suicide attacks in the town of Tel Tamer in Hasaka Province , which targeted and killed scores of Syrian civilians , including at a hospital and marketplace .",B-Organisation I-Organisation I-Organisation O O B-Organisation O O O B-Weapon I-Weapon O B-Location I-Location I-Location I-Location I-Location O B-Location I-Location O O O O O O O B-Organisation I-Organisation O O O B-Location I-Location O B-Location O
""" "" "" We don ' t get healthcare and I spent all my savings on hospital treatment for my wife , "" "" he goes on .",O O O O O O O O O O B-Person O O B-Person O O O O O B-Person I-Person O O O B-Person O O O
"In Syria , Coalition military forces conducted 15 strikes using attack , bomber , fighter and remotely piloted aircraft against ISIL targets .",O O O O O O O O O O O O O O O O O O O O O O O
The Prime Minister and President Hollande met on 3 March for the 2016 UK - France Summit at Amiens in France .,B-Person I-Person I-Person O B-Person I-Person O O B-Temporal I-Temporal O O B-Temporal B-Organisation I-Organisation I-Organisation I-Organisation O B-Location O B-Location O
"His permit describes him as doing a different , low - skilled job .",O O O B-Person O O O O O O O O O O
Karim and Sadiq met again this week for another fleeting moment .,B-Person O B-Person O O O O O O O O O
It ' s also a story about Iraq .,O O O O O O O B-Location O
The European Union has been among those calling for a new cessation of hostilities in Syria ever since the last one broke down in September .,B-Organisation I-Organisation I-Organisation O O O O O O O O O O O O B-Location O O O O O O O O B-Temporal O
"Many Arab citizens who have been liberated from villages around Raqqa are seeking to join the SDF ’ s fight against ISIL , Davis said .",O B-Organisation I-Organisation O O O O O B-Location I-Location I-Location O O O O O B-Organisation O O O O B-Organisation O B-Person O O
